customer_id,age,segment,region,tenure_months,credit_limit,avg_monthly_spend,txns_last_3mo,days_past_due,churn_flag,current_balance,utilization_rate,pct_revolve,revolve_balance,delinquent_flag
100250,39,Starter,West,75,20000,27022.0,24,0,0,25546.0,1.28,0.71,18138.0,0
100251,46,Mass,North,10,20000,22522.0,18,0,0,19811.0,0.99,0.38,7528.0,0
100252,23,Mass,North,142,20000,21074.0,24,0,0,7755.0,0.39,0.67,5196.0,0
100253,39,Mass,West,51,50000,32970.0,27,0,1,49303.0,0.99,0.21,10354.0,0
100254,40,Mass,North,118,20000,17997.0,24,0,0,36882.0,1.84,0.24,8852.0,0
100255,52,Mass,West,121,20000,7954.0,23,0,0,17400.0,0.87,0.26,4524.0,0
100256,27,Starter,South,39,50000,21821.0,19,60,0,28345.0,0.57,0.67,18991.0,1
100257,61,Mass,East,28,80000,35731.0,18,0,0,26947.0,0.34,0.17,4581.0,0
100258,53,Mass,South,3,80000,9375.0,22,0,0,23693.0,0.3,0.35,8293.0,0
100259,60,Starter,West,84,80000,14928.0,35,0,0,10690.0,0.13,0.02,214.0,0
100260,59,Affluent,East,155,20000,21540.0,19,0,0,74304.0,3.72,0.36,26749.0,0
100261,38,Mass,West,117,200000,17542.0,19,0,1,22844.0,0.11,0.29,6625.0,0
100262,60,Mass,East,2,120000,9650.0,20,0,0,29822.0,0.25,0.05,1491.0,0
100263,21,Affluent,East,93,120000,27536.0,24,30,0,31987.0,0.27,0.52,16633.0,1
100264,31,Mass,East,166,120000,37720.0,27,0,0,38036.0,0.32,0.54,20539.0,0
100265,48,Affluent,East,131,120000,19667.0,13,0,1,85049.0,0.71,0.41,34870.0,0
100266,45,Mass,West,144,50000,10315.0,15,0,0,16686.0,0.33,0.12,2002.0,0
100267,43,Starter,East,94,20000,4834.0,31,0,0,21868.0,1.09,0.51,11153.0,0
100268,51,Mass,East,40,80000,20193.0,27,0,0,0.0,0.0,0.46,0.0,0
100269,50,Mass,South,2,80000,27383.0,25,0,0,25743.0,0.32,0.34,8753.0,0
100270,62,Mass,North,81,80000,22039.0,17,0,0,18053.0,0.23,0.61,11012.0,0
100271,55,Starter,North,169,50000,17980.0,24,0,0,6423.0,0.13,0.27,1734.0,0
100272,27,Starter,South,12,20000,12991.0,20,0,0,11152.0,0.56,0.32,3569.0,0
100273,36,Starter,South,163,50000,8717.0,27,0,0,20557.0,0.41,0.47,9662.0,0
100274,46,Starter,West,65,120000,25095.0,26,0,0,35541.0,0.3,0.49,17415.0,0
100275,68,Mass,West,55,80000,25767.0,29,0,0,32439.0,0.41,0.39,12651.0,0
100276,69,Starter,West,45,50000,4861.0,23,0,0,19726.0,0.39,0.61,12033.0,0
100277,22,Mass,South,101,50000,31514.0,21,0,0,21613.0,0.43,0.08,1729.0,0
100278,21,Mass,South,62,50000,22880.0,14,0,0,3143.0,0.06,0.83,2609.0,0
100279,68,Mass,East,49,120000,29897.0,28,0,0,35071.0,0.29,0.81,28408.0,0
100280,32,Affluent,West,127,80000,6592.0,18,0,0,24648.0,0.31,0.55,13556.0,0
100281,25,Mass,West,153,80000,6390.0,19,0,0,32170.0,0.4,0.49,15763.0,0
100282,57,Mass,West,23,50000,16734.0,21,0,0,15288.0,0.31,0.37,5657.0,0
100283,52,Mass,North,152,80000,22274.0,16,0,1,28668.0,0.36,0.18,5160.0,0
100284,29,Mass,East,38,20000,33269.0,21,0,0,7508.0,0.38,0.62,4655.0,0
100285,61,Affluent,West,28,80000,24002.0,25,0,0,75536.0,0.94,0.22,16618.0,0
100286,55,Starter,West,21,50000,15937.0,25,0,0,2722.0,0.05,0.19,517.0,0
100287,39,Starter,West,107,50000,9276.0,27,0,0,11801.0,0.24,0.8,9441.0,0
100288,68,Mass,North,146,80000,28455.0,18,0,0,23490.0,0.29,0.14,3289.0,0
100289,36,Starter,North,164,120000,9800.0,24,0,0,18188.0,0.15,0.22,4001.0,0
100290,23,Affluent,South,99,20000,31842.0,21,0,1,37916.0,1.9,0.45,17062.0,0
100291,40,Mass,East,173,120000,15583.0,28,0,0,23862.0,0.2,0.3,7159.0,0
100292,44,Affluent,South,119,50000,31520.0,21,0,1,51541.0,1.03,0.59,30409.0,0
100293,53,Mass,East,73,50000,23771.0,17,0,0,36498.0,0.73,0.3,10949.0,0
